1	6	2.0408555241953885
1	10	3.5079271711436664
1	12	4.797818698876738
1	14	4.0788306254700295
1	17	3.8706934158865396
1	20	3.737642510136537
1	23	4.66324777440418
1	24	3.9575829145303953
1	27	3.284265744110896
1	31	4.0
1	33	3.550445215884776
1	36	2.506875228833231
1	39	3.0971996890580993
1	44	3.5110568160141526
1	47	4.00117963332505
1	49	3.5487460875944272
1	51	3.6969297565638466
1	53	3.974558388611315
1	54	3.0
1	56	4.732494812951511
1	60	5.0
1	61	4.506952492261895
1	62	4.0797476642873445
1	64	4.338301803510021
1	65	3.738641874504149
1	67	2.7662512843702065
1	69	4.298148458871407
1	70	3.3256334931349123
1	72	3.2494482536911713
1	73	3.271754548635025
1	74	2.7324078356483055
1	76	4.0
1	78	1.2526912002293085
1	80	2.2514011759604062
1	81	4.0102918743956035
1	82	3.4577992503312323
1	84	2.743680154861056
1	85	2.8017374239128423
1	86	4.0
1	90	3.566020973015008
1	91	4.313733146961127
1	92	2.787034095914533
1	96	3.7364123796409916
1	97	4.10229467346895
1	98	4.264359123369401
1	100	4.241124603540767
1	102	3.267434784964838
1	103	2.090159036811484
1	104	1.820622616584878
1	107	3.607247538261539
1	108	3.9789614948741767
1	112	1.397480132777105
1	113	3.398521848366839
1	114	4.0
1	117	3.500427799717258
1	118	2.5115468395820155
1	120	1.506258838564851
1	121	3.2927708186081786
1	125	3.000000000000001
1	128	3.9957060129081086
1	129	4.050840529082557
1	130	2.804627949703463
1	132	3.7626571585425395
1	134	4.057307330261686
1	140	3.329610287692583
1	143	3.5731683928349542
1	145	2.7194481935731307
1	148	3.070822251821148
1	150	3.2036710907435557
1	151	2.8840069073179095
1	154	3.481639440335804
1	155	1.7311284019523763
1	157	4.4256223739106595
1	159	3.49162443951765
1	160	3.221420621063296
1	161	3.2826812435247827
1	163	2.454324542488884
1	164	3.7778550025347912
1	170	4.519139457297203
1	171	4.4953387948916275
1	174	4.504206570172881
1	175	4.0
1	177	4.702757914791949
1	180	3.7613804297980953
1	183	4.252676545616955
1	184	3.264281175966268
1	185	3.9838387173889798
1	186	3.1008838126562175
1	188	3.2436849485415054
1	189	4.22322062922624
1	190	3.9799350899834196
1	193	4.0
1	196	3.4997045186575924
1	200	3.517503865448685
1	201	4.3230398206377245
1	202	4.49773755806841
1	206	4.141845008215666
1	208	4.758078918773769
1	209	4.239825838128925
1	210	3.7701712793940536
1	212	4.0
1	213	3.7537477867599183
1	214	3.4704440317786034
1	215	4.499057791150276
1	218	3.2057127160074783
1	219	4.738702844507696
1	221	3.176824835855484
1	222	3.6938573162224846
1	224	2.74135723132555
1	225	2.959853398514753
1	226	3.5802534682327147
1	227	3.771327772550274
1	228	4.086236762322116
1	229	3.357002127085233
1	230	3.7068371451793
1	232	3.7776011587202345
1	233	3.7854308238205157
1	235	3.250818446613656
1	236	3.80868318128658
1	241	3.773782039317861
1	242	3.25
1	243	2.5
1	248	4.193159976455799
1	250	3.170410995557331
1	252	2.772076902432918
1	253	2.6131507984137854
1	254	1.6542086419062718
1	255	3.071607035979864
1	258	3.7500000000000013
1	259	2.747618174832721
1	260	3.0
1	262	3.0000000000000013
1	264	2.75815917750003
1	265	4.21268772994589
1	266	2.0936260065128516
